sample number,cpu_time,runtime,k,fluxQ1,fluxQ2,fluxQ3,fluxQ4,k_uncert,flux_runcertQ1,flux_runcertQ2,flux_runcertQ3,flux_runcertQ4,fissQ1,fissQ2,fissQ3,fissQ4,fissEQ1,fissEQ2,fissEQ3,fissEQ4,fiss_runcertQ1,fiss_runcertQ2,fiss_runcertQ3,fiss_runcertQ4,fissE_runcertQ1,fissE_runcertQ2,fissE_runcertQ3,fissE_runcertQ4,theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8
sample_00064,2.58E+03,1.29E+02,0.995132,2.51E+19,2.62E+19,2.59E+19,2.56E+19,0.00025,0.00132,0.00131,0.00132,0.00134,8.49E+16,8.48E+16,8.48E+16,8.49E+16,2752030,2749750,2749940,2750730,0.00082,0.00073,0.00077,0.00078,0.00082,0.00073,0.00077,0.00078,4.29518692,5.82248924,1.21361365,3.55848976,4.03509119,5.70737856,3.98649724,0.708834523
sample_00065,2.57E+03,1.29E+02,0.986115,2.58E+19,2.55E+19,2.57E+19,2.50E+19,0.00024,0.00117,0.00118,0.00121,0.0012,8.48E+16,8.49E+16,8.48E+16,8.48E+16,2748990,2753090,2749160,2749620,0.00078,0.0008,0.00082,0.00077,0.00078,0.0008,0.00082,0.00077,0.973388945,2.66562334,5.60228377,3.85037481,3.4864371,2.03100494,2.23408845,3.02088924
sample_00066,2.56E+03,1.29E+02,0.983126,2.53E+19,2.54E+19,2.50E+19,2.55E+19,0.00026,0.00141,0.00136,0.00132,0.00138,8.49E+16,8.48E+16,8.48E+16,8.49E+16,2751020,2749230,2748650,2750500,0.00082,0.00079,0.00077,0.00081,0.00082,0.00079,0.00077,0.00081,1.42900725,3.75794883,5.87264381,1.92816453,6.23400873,1.72572512,6.23412272,1.98806159
sample_00067,2.57E+03,1.29E+02,0.985685,2.53E+19,2.56E+19,2.58E+19,2.55E+19,0.00024,0.00149,0.0015,0.00153,0.00148,8.48E+16,8.49E+16,8.48E+16,8.49E+16,2749060,2750280,2748910,2751720,0.00081,0.00083,0.00081,0.00081,0.00081,0.00083,0.00081,0.00081,2.74524689,2.06866368,2.46028888,5.44256226,1.32018463,3.96851216,5.66005076,3.02648885
sample_00068,2.57E+03,1.29E+02,0.983145,2.58E+19,2.62E+19,2.55E+19,2.57E+19,0.00024,0.00143,0.00146,0.00142,0.00143,8.48E+16,8.50E+16,8.49E+16,8.49E+16,2748310,2753530,2753030,2750890,0.0008,0.00083,0.00081,0.0008,0.0008,0.00083,0.00081,0.0008,4.12219987,6.02755482,1.42360533,0.990890158,5.60846418,0.740584929,5.93560806,2.53223582
sample_00069,2.58E+03,1.30E+02,0.990868,2.56E+19,2.60E+19,2.53E+19,2.54E+19,0.00024,0.00133,0.00139,0.00141,0.00135,8.48E+16,8.48E+16,8.49E+16,8.49E+16,2749780,2748180,2750650,2750190,0.00078,0.00082,0.00078,0.00081,0.00078,0.00082,0.00078,0.00081,2.91702952,0.922487066,1.57741236,4.0675616,0.005580788,4.73536443,3.55341997,0.723455048
sample_00070,2.57E+03,1.29E+02,0.984419,2.56E+19,2.53E+19,2.60E+19,2.59E+19,0.00024,0.00128,0.00127,0.00126,0.00126,8.48E+16,8.49E+16,8.48E+16,8.49E+16,2748030,2752390,2749910,2752390,0.00079,0.00079,0.00086,0.0008,0.00079,0.00079,0.00086,0.0008,2.24032563,2.18467937,4.13562049,0.094778864,1.09527137,4.06923883,4.15569673,1.67932448
sample_00071,2.57E+03,1.30E+02,0.989239,2.54E+19,2.53E+19,2.56E+19,2.57E+19,0.00024,0.00137,0.00137,0.00136,0.00138,8.48E+16,8.48E+16,8.49E+16,8.49E+16,2748860,2749040,2751430,2750960,0.00081,0.00078,0.00077,0.00084,0.00081,0.00078,0.00077,0.00084,4.30612079,1.71864054,3.06303889,6.1368965,3.01304671,2.19072968,5.92984759,1.38084971
sample_00072,2.58E+03,1.30E+02,0.990679,2.55E+19,2.65E+19,2.57E+19,2.48E+19,0.00025,0.0015,0.00153,0.00147,0.00146,8.49E+16,8.49E+16,8.48E+16,8.49E+16,2752680,2750920,2748920,2750170,0.00082,0.00074,0.00084,0.00081,0.00082,0.00074,0.00084,0.00081,3.01350755,0.830429326,2.80754473,1.78353683,4.61335053,2.40108956,2.80710987,2.10376643
sample_00073,2.57E+03,1.30E+02,0.990332,2.64E+19,2.61E+19,2.60E+19,2.53E+19,0.00024,0.00141,0.00137,0.00135,0.00139,8.49E+16,8.47E+16,8.49E+16,8.49E+16,2750880,2745310,2750760,2750880,0.00082,0.00085,0.00081,0.00084,0.00082,0.00085,0.00081,0.00084,1.30517605,0.114112538,6.26244152,3.10010703,1.38599292,4.40681681,1.66698556,3.29047341
sample_00074,2.56E+03,1.29E+02,0.981985,2.59E+19,2.63E+19,2.63E+19,2.57E+19,0.00024,0.00138,0.00135,0.00132,0.00133,8.48E+16,8.49E+16,8.49E+16,8.49E+16,2747350,2751910,2752540,2751230,0.00084,0.0008,0.00082,0.00082,0.00084,0.0008,0.00082,0.00082,2.21606441,5.1357301,1.20310243,0.829760487,6.05706395,3.70808436,1.63444881,2.14791713
sample_00075,2.57E+03,1.29E+02,0.988536,2.56E+19,2.54E+19,2.64E+19,2.57E+19,0.00024,0.00141,0.00144,0.00148,0.00145,8.49E+16,8.47E+16,8.49E+16,8.49E+16,2750280,2746360,2752940,2750720,0.00079,0.00076,0.0008,0.0008,0.00079,0.00076,0.0008,0.0008,3.83647663,1.38832902,3.72233872,6.05973719,2.34359273,3.5767619,3.00652366,4.78477262
sample_00076,2.57E+03,1.30E+02,0.989616,2.53E+19,2.50E+19,2.60E+19,2.58E+19,0.00025,0.00152,0.00155,0.00161,0.00159,8.48E+16,8.48E+16,8.48E+16,8.49E+16,2748250,2747460,2749360,2751350,0.00081,0.00074,0.00076,0.00079,0.00081,0.00074,0.00076,0.00079,2.93448794,0.820247012,5.99690141,4.86786069,3.19712618,5.62323268,6.20127273,1.12460416
sample_00077,2.57E+03,1.30E+02,0.986192,2.63E+19,2.52E+19,2.54E+19,2.60E+19,0.00024,0.00135,0.00135,0.00139,0.00132,8.48E+16,8.49E+16,8.48E+16,8.49E+16,2748870,2750270,2748960,2751440,0.00078,0.00079,0.00079,0.00078,0.00078,0.00079,0.00079,0.00078,1.36426338,6.27656803,4.95809528,6.09733955,2.33307352,1.61443866,4.11227482,1.41845787
sample_00078,2.58E+03,1.30E+02,0.991179,2.63E+19,2.55E+19,2.54E+19,2.52E+19,0.00024,0.0015,0.0015,0.00149,0.00148,8.48E+16,8.49E+16,8.49E+16,8.48E+16,2749270,2751980,2750500,2747290,0.0008,0.00075,0.00081,0.00077,0.0008,0.00075,0.00081,0.00077,6.19248879,0.008077311,5.50494845,2.32537239,6.13427524,4.02431282,2.26494046,4.15178031
sample_00079,2.58E+03,1.29E+02,0.994224,2.49E+19,2.54E+19,2.63E+19,2.61E+19,0.00025,0.00158,0.00157,0.0016,0.0016,8.46E+16,8.49E+16,8.50E+16,8.49E+16,2743100,2753020,2754620,2751410,0.00081,0.00079,0.00079,0.0008,0.00081,0.00079,0.00079,0.0008,4.37186412,3.59561313,4.95502706,3.28420347,4.06922236,3.12437827,4.29016476,5.18809961
sample_00080,2.56E+03,1.29E+02,0.982797,2.54E+19,2.59E+19,2.54E+19,2.63E+19,0.00025,0.00167,0.00162,0.0016,0.00167,8.48E+16,8.49E+16,8.48E+16,8.49E+16,2748860,2750770,2749570,2750360,0.0008,0.00081,0.0008,0.00078,0.0008,0.00081,0.0008,0.00078,2.46753841,4.16496653,3.80416651,1.47604543,0.611726288,0.430877873,5.16155727,1.55227923
sample_00081,2.55E+03,1.28E+02,0.979213,2.52E+19,2.50E+19,2.58E+19,2.55E+19,0.00026,0.00138,0.00135,0.00134,0.00135,8.48E+16,8.49E+16,8.48E+16,8.48E+16,2748690,2753000,2746900,2747760,0.00081,0.00081,0.00077,0.0008,0.00081,0.00081,0.00077,0.0008,2.26103312,4.2656932,6.09013383,5.94712627,2.09773198,2.72903796,3.50752503,3.80618567
sample_00082,2.58E+03,1.30E+02,0.993399,2.45E+19,2.53E+19,2.60E+19,2.56E+19,0.00023,0.00167,0.0017,0.00181,0.00174,8.48E+16,8.49E+16,8.49E+16,8.49E+16,2747550,2752100,2750510,2750510,0.00077,0.0008,0.00078,0.0008,0.00077,0.0008,0.00078,0.0008,3.83498668,3.99586571,2.37823663,0.786323166,4.10093597,5.22591786,5.69819338,4.65162928
sample_00083,2.57E+03,1.29E+02,0.986762,2.60E+19,2.56E+19,2.53E+19,2.57E+19,0.00025,0.00182,0.0018,0.00172,0.00175,8.48E+16,8.49E+16,8.48E+16,8.49E+16,2746850,2750360,2747510,2750600,0.00079,0.00078,0.0008,0.00082,0.00079,0.00078,0.0008,0.00082,0.196355321,5.45318232,4.46198897,1.36446309,5.30104271,0.746504857,5.43039747,2.93623833
sample_00084,2.59E+03,1.30E+02,1,2.49E+19,2.54E+19,2.62E+19,2.56E+19,0.00024,0.00139,0.00144,0.00147,0.0014,8.48E+16,8.48E+16,8.49E+16,8.49E+16,2747860,2749100,2751140,2750330,0.00081,0.00079,0.00085,0.00082,0.00081,0.00079,0.00085,0.00082,1.50812092,3.7837707,3.09633715,1.38465079,3.72972357,4.82021032,5.70774007,4.54141526
sample_00085,2.57E+03,1.29E+02,0.981111,2.52E+19,2.51E+19,2.53E+19,2.58E+19,0.00024,0.00168,0.00168,0.0017,0.00168,8.49E+16,8.49E+16,8.48E+16,8.49E+16,2753170,2750070,2746980,2750650,0.00078,0.00079,0.00084,0.00081,0.00078,0.00079,0.00084,0.00081,4.28890423,2.34411592,0.41349168,5.71201587,5.26484129,6.24856629,5.89292026,1.57357317
sample_00086,2.56E+03,1.29E+02,0.983535,2.54E+19,2.49E+19,2.55E+19,2.57E+19,0.00026,0.00169,0.00164,0.00165,0.00168,8.49E+16,8.49E+16,8.49E+16,8.47E+16,2750600,2750100,2752860,2746040,0.00079,0.0008,0.0008,0.00079,0.00079,0.0008,0.0008,0.00079,5.76190192,4.16681128,5.88022704,5.11559551,5.95365026,3.67017158,1.71778966,0.02984892
sample_00087,2.57E+03,1.29E+02,0.985705,2.54E+19,2.51E+19,2.52E+19,2.72E+19,0.00025,0.0016,0.00158,0.00161,0.00164,8.48E+16,8.49E+16,8.49E+16,8.49E+16,2749930,2751090,2751800,2751140,0.00079,0.00083,0.00084,0.00082,0.00079,0.00083,0.00084,0.00082,2.61916403,4.06814395,4.62023488,4.58100921,0.542253193,0.995416334,4.93452279,0.147731269
sample_00088,2.57E+03,1.30E+02,0.99258,2.54E+19,2.54E+19,2.52E+19,2.56E+19,0.00022,0.00211,0.00211,0.00212,0.00211,8.48E+16,8.49E+16,8.48E+16,8.48E+16,2749620,2751700,2748970,2746980,0.00078,0.00083,0.00077,0.00078,0.00078,0.00083,0.00077,0.00078,0.238390461,3.91969607,1.31337661,1.19801039,4.94352477,5.91739699,0.542989445,5.00327108
sample_00089,2.57E+03,1.29E+02,0.985471,2.57E+19,2.52E+19,2.57E+19,2.58E+19,0.00025,0.00124,0.00121,0.00121,0.00124,8.48E+16,8.48E+16,8.49E+16,8.48E+16,2749270,2749840,2750000,2748950,0.00081,0.0008,0.00076,0.00082,0.00081,0.0008,0.00076,0.00082,4.95754268,2.26658298,0.319904624,5.68360421,4.447142,5.96934143,3.77433319,0.921058254
sample_00090,2.56E+03,1.29E+02,0.982925,2.57E+19,2.54E+19,2.55E+19,2.59E+19,0.00026,0.00145,0.0014,0.0014,0.00147,8.49E+16,8.50E+16,8.49E+16,8.49E+16,2751480,2754060,2751660,2751050,0.00081,0.00081,0.00082,0.00078,0.00081,0.00081,0.00082,0.00078,5.60216371,3.35306668,4.00565928,0.373132674,5.41488811,2.01962027,5.65427873,3.57246447
sample_00091,2.56E+03,1.29E+02,0.981867,2.66E+19,2.61E+19,2.57E+19,2.60E+19,0.00024,0.00124,0.00121,0.00125,0.00126,8.48E+16,8.49E+16,8.49E+16,8.49E+16,2747760,2753090,2752210,2751830,0.00081,0.00082,0.00078,0.00081,0.00081,0.00082,0.00078,0.00081,2.08977617,0.027111577,4.81792041,1.1992503,1.30584792,1.02820966,0.536120016,3.45449654
sample_00092,2.57E+03,1.30E+02,0.98735,2.50E+19,2.55E+19,2.56E+19,2.62E+19,0.00024,0.00122,0.00124,0.00125,0.00129,8.49E+16,8.47E+16,8.49E+16,8.49E+16,2752150,2745660,2750620,2750020,0.00078,0.00081,0.00081,0.00083,0.00078,0.00081,0.00081,0.00083,2.85702708,4.29391617,6.22785868,3.32110915,0.137962554,3.25119553,4.0595611,0.485545156
sample_00093,2.57E+03,1.30E+02,0.982741,2.55E+19,2.53E+19,2.50E+19,2.61E+19,0.00025,0.00156,0.00157,0.00154,0.00156,8.48E+16,8.48E+16,8.47E+16,8.48E+16,2749250,2747800,2745540,2749460,0.00076,0.00078,0.00084,0.00077,0.00076,0.00078,0.00084,0.00077,2.65619834,5.52039428,3.6097007,0.322701057,0.321790122,0.580307054,3.52697753,5.96197459
sample_00094,2.57E+03,1.30E+02,0.98669,2.58E+19,2.58E+19,2.73E+19,2.55E+19,0.00025,0.00158,0.00161,0.00163,0.00162,8.47E+16,8.49E+16,8.49E+16,8.49E+16,2743990,2752210,2751610,2751890,0.00082,0.00082,0.00077,0.00081,0.00082,0.00082,0.00077,0.00081,3.29131092,0.312442482,0.524433732,5.92343209,2.91567476,3.75720705,2.2878303,2.87454066
sample_00095,2.58E+03,1.30E+02,0.992423,2.66E+19,2.54E+19,2.55E+19,2.67E+19,0.00025,0.00163,0.00158,0.00161,0.0017,8.49E+16,8.49E+16,8.48E+16,8.49E+16,2750640,2751650,2749280,2750000,0.00082,0.00083,0.0008,0.00078,0.00082,0.00083,0.0008,0.00078,0.212570763,2.40919587,5.87374633,4.37984608,5.45809445,5.90355883,6.09262554,0.655464954
sample_00096,2.56E+03,1.29E+02,0.985344,2.53E+19,2.67E+19,2.53E+19,2.50E+19,0.00024,0.00145,0.00145,0.00145,0.00147,8.49E+16,8.49E+16,8.49E+16,8.48E+16,2750760,2751960,2751740,2748460,0.00078,0.00078,0.00076,0.00079,0.00078,0.00078,0.00076,0.00079,3.66102644,5.51428907,1.11722305,2.94157147,1.71704931,1.08273267,1.70236237,1.25388964
sample_00097,2.59E+03,1.30E+02,1.00006,2.61E+19,2.57E+19,2.56E+19,2.56E+19,0.00023,0.00166,0.00161,0.00162,0.00161,8.50E+16,8.48E+16,8.49E+16,8.49E+16,2753620,2747090,2750830,2750730,0.00078,0.00079,0.0008,0.00077,0.00078,0.00079,0.0008,0.00077,0.28114589,6.20337779,1.23102414,4.23552803,4.02137075,2.65188336,3.70992732,5.03328272
sample_00098,2.56E+03,1.29E+02,0.983515,2.56E+19,2.56E+19,2.61E+19,2.57E+19,0.00024,0.00161,0.00158,0.00157,0.00156,8.50E+16,8.49E+16,8.47E+16,8.49E+16,2753930,2750600,2744350,2752360,0.00079,0.00078,0.0008,0.00082,0.00079,0.00078,0.0008,0.00082,2.08061825,3.3897878,0.832696228,0.168409894,3.67073974,0.157061945,3.49287223,4.16419419
sample_00099,2.58E+03,1.30E+02,0.991482,2.51E+19,2.57E+19,2.64E+19,2.48E+19,0.00024,0.00137,0.00139,0.0014,0.00134,8.49E+16,8.50E+16,8.48E+16,8.49E+16,2750700,2753250,2748900,2751760,0.00078,0.00077,0.00079,0.00084,0.00078,0.00077,0.00079,0.00084,3.81877527,1.04807956,6.12705009,2.91489654,4.24149017,4.56649444,1.25390805,2.40607854
sample_00100,2.57E+03,1.29E+02,0.988487,2.49E+19,2.51E+19,2.72E+19,2.61E+19,0.00023,0.00133,0.00134,0.00146,0.00138,8.48E+16,8.48E+16,8.48E+16,8.48E+16,2747770,2748460,2748300,2748310,0.00078,0.00083,0.00083,0.00083,0.00078,0.00083,0.00083,0.00083,3.5664715,4.13035324,5.54679345,5.85016925,3.2176159,3.86610912,3.42341231,0.544798071
sample_00101,2.57E+03,1.30E+02,0.987972,2.56E+19,2.58E+19,2.65E+19,2.60E+19,0.00025,0.00136,0.00138,0.00134,0.00135,8.49E+16,8.48E+16,8.49E+16,8.49E+16,2750480,2747530,2750410,2750080,0.0008,0.00084,0.00081,0.00081,0.0008,0.00084,0.00081,0.00081,2.98703521,2.44622494,2.07964753,0.048793292,1.87050857,4.03411677,2.38912596,6.07621318
sample_00102,2.58E+03,1.30E+02,0.99203,2.49E+19,2.50E+19,2.56E+19,2.64E+19,0.00024,0.0015,0.00149,0.00147,0.00153,8.48E+16,8.49E+16,8.50E+16,8.48E+16,2747230,2752770,2754150,2747710,0.00078,0.00083,0.00083,0.0008,0.00078,0.00083,0.00083,0.0008,3.26688719,2.62818854,4.01962074,3.9636746,1.23083111,3.77848456,5.90619955,0.126033857
sample_00103,2.59E+03,1.30E+02,0.98785,2.56E+19,2.67E+19,2.61E+19,2.60E+19,0.00025,0.00134,0.00139,0.00135,0.00135,8.49E+16,8.49E+16,8.49E+16,8.48E+16,2752420,2750610,2750600,2747860,0.00079,0.00076,0.00083,0.00081,0.00079,0.00076,0.00083,0.00081,2.8688629,3.17554893,1.64159453,1.6695576,2.17499318,6.23980795,4.57259766,1.68944528
sample_00104,2.57E+03,1.29E+02,0.988629,2.47E+19,2.58E+19,2.61E+19,2.53E+19,0.00024,0.00148,0.00155,0.00155,0.00147,8.48E+16,8.48E+16,8.49E+16,8.48E+16,2748740,2749400,2750210,2748330,0.00076,0.00081,0.00075,0.00076,0.00076,0.00081,0.00075,0.00076,3.41605394,3.35908468,4.1048351,2.69210293,3.21552945,2.56321051,5.16028759,2.75716822
sample_00105,2.58E+03,1.30E+02,0.988254,2.55E+19,2.67E+19,2.65E+19,2.52E+19,0.00026,0.00123,0.00123,0.00126,0.00124,8.49E+16,8.48E+16,8.48E+16,8.48E+16,2751300,2748240,2748980,2748660,0.0008,0.00081,0.00082,0.00077,0.0008,0.0008,0.00082,0.00076,3.60859436,2.18537597,0.782797646,3.0726515,1.6543452,3.91146513,2.36818821,3.30355418
sample_00106,2.58E+03,1.30E+02,0.993785,2.66E+19,2.54E+19,2.51E+19,2.55E+19,0.00024,0.00137,0.00137,0.00135,0.00132,8.49E+16,8.49E+16,8.49E+16,8.48E+16,2750990,2752590,2750510,2747600,0.00077,0.00075,0.00078,0.00075,0.00077,0.00075,0.00078,0.00075,1.14773788,1.19376885,1.43773888,6.16628328,2.68708569,1.54475125,1.96847234,5.31166765
sample_00107,2.58E+03,1.30E+02,0.992733,2.55E+19,2.58E+19,2.53E+19,2.50E+19,0.00025,0.00159,0.00155,0.00154,0.00157,8.47E+16,8.49E+16,8.49E+16,8.49E+16,2746390,2750080,2750630,2751980,0.0008,0.00081,0.00082,0.00082,0.0008,0.00081,0.00082,0.00082,1.88831975,6.24213563,3.14691161,3.78847629,2.27883172,2.49527644,4.29449811,3.3043429
sample_00108,2.58E+03,1.30E+02,0.992391,2.57E+19,2.67E+19,2.54E+19,2.47E+19,0.00027,0.00133,0.00147,0.00137,0.0013,8.49E+16,8.48E+16,8.49E+16,8.49E+16,2751200,2747960,2751240,2751260,0.00079,0.00081,0.00081,0.0008,0.00079,0.00081,0.00081,0.0008,4.66687472,1.61744681,2.58696341,3.00209101,0.819999759,3.98170344,1.47111583,3.07839923
sample_00109,2.57E+03,1.29E+02,0.989212,2.51E+19,2.58E+19,2.68E+19,2.58E+19,0.00027,0.00142,0.00147,0.0015,0.00144,8.48E+16,8.48E+16,8.49E+16,8.49E+16,2749240,2749300,2752760,2750170,0.00079,0.00078,0.00081,0.00077,0.00079,0.00078,0.00081,0.00077,3.24087679,3.74457136,4.85467976,2.02396456,2.66373776,4.98414016,3.04598672,0.618908795
sample_00110,2.58E+03,1.30E+02,0.986116,2.50E+19,2.60E+19,2.59E+19,2.56E+19,0.00026,0.00118,0.00124,0.00118,0.00115,8.47E+16,8.49E+16,8.50E+16,8.48E+16,2746390,2752790,2754050,2749970,0.00081,0.00082,0.00078,0.0008,0.00081,0.00082,0.00078,0.0008,3.22024673,4.24241323,3.75494786,2.7370753,1.24361251,3.33851094,5.51569511,3.12653788
sample_00111,2.57E+03,1.29E+02,0.988423,2.70E+19,2.60E+19,2.59E+19,2.56E+19,0.00025,0.00173,0.00168,0.00166,0.00169,8.47E+16,8.49E+16,8.50E+16,8.48E+16,2744880,2750580,2754020,2747130,0.00078,0.0008,0.00082,0.00079,0.00078,0.0008,0.00082,0.00079,5.68108777,0.802165652,3.97972505,0.693361845,5.91603099,3.77436348,3.17442131,2.093218
sample_00112,2.59E+03,1.30E+02,1.00236,2.61E+19,2.58E+19,2.62E+19,2.54E+19,0.00023,0.00131,0.00128,0.00125,0.00127,8.49E+16,8.49E+16,8.48E+16,8.49E+16,2753090,2750420,2749740,2751200,0.00086,0.00079,0.00081,0.00077,0.00086,0.00079,0.00081,0.00077,0.45269182,1.68804835,2.606838,4.44960156,3.93237225,4.3645444,5.8639917,3.63511198
sample_00113,2.58E+03,1.30E+02,0.983918,2.58E+19,2.58E+19,2.55E+19,2.63E+19,0.00024,0.00122,0.00121,0.00124,0.00124,8.48E+16,8.49E+16,8.48E+16,8.48E+16,2747740,2752670,2749550,2749120,0.00087,0.00082,0.00073,0.00078,0.00087,0.00082,0.00073,0.00078,3.5437461,2.11822588,1.53813773,5.96431621,5.39799973,0.374933159,3.67595917,0.268676681
sample_00114,2.59E+03,1.30E+02,0.999178,2.55E+19,2.52E+19,2.48E+19,2.61E+19,0.00025,0.00169,0.00164,0.00164,0.00169,8.48E+16,8.48E+16,8.49E+16,8.48E+16,2747340,2749050,2752850,2749220,0.0008,0.00081,0.00077,0.00079,0.0008,0.00081,0.00077,0.00079,1.22494852,2.44737396,3.5852939,2.81506247,1.3888515,5.7472685,5.68902865,5.68833518
sample_00115,2.56E+03,1.28E+02,0.979465,2.57E+19,2.57E+19,2.60E+19,2.63E+19,0.00025,0.00146,0.00149,0.0015,0.00146,8.48E+16,8.49E+16,8.48E+16,8.49E+16,2749340,2750840,2748230,2750640,0.00081,0.00083,0.00086,0.00083,0.00081,0.00083,0.00086,0.00083,4.70469771,3.54563534,5.97471487,4.49957816,0.455313862,5.30425283,0.42385665,4.20988752
sample_00116,2.58E+03,1.30E+02,0.992791,2.56E+19,2.53E+19,2.57E+19,2.64E+19,0.00024,0.00125,0.00122,0.0012,0.00126,8.48E+16,8.49E+16,8.49E+16,8.47E+16,2749660,2752680,2750250,2746500,0.00078,0.00081,0.00081,0.00078,0.00078,0.00081,0.00081,0.00078,1.6711865,2.71043193,3.53974064,4.60746685,1.26742601,4.64835857,5.87929991,4.92371035
sample_00117,2.58E+03,1.30E+02,0.995649,2.49E+19,2.62E+19,2.53E+19,2.51E+19,0.00024,0.00139,0.00148,0.00149,0.00143,8.49E+16,8.49E+16,8.48E+16,8.48E+16,2752830,2750380,2747100,2749850,0.00081,0.00071,0.00081,0.00083,0.00081,0.00071,0.00081,0.00083,3.58085696,6.2034021,2.71106385,2.67818891,2.26036088,2.68251364,5.31201172,3.86416148
sample_00118,2.57E+03,1.29E+02,0.984318,2.59E+19,2.51E+19,2.58E+19,2.62E+19,0.00026,0.00166,0.00165,0.00163,0.00162,8.48E+16,8.48E+16,8.49E+16,8.49E+16,2748570,2748910,2752530,2751780,0.00079,0.00086,0.00079,0.00083,0.00079,0.00086,0.00079,0.00083,1.85102414,2.45064623,5.64023212,5.49382454,0.642767343,4.49882522,0.56864739,0.849968566
sample_00119,2.57E+03,1.30E+02,0.984051,2.57E+19,2.56E+19,2.61E+19,2.52E+19,0.00025,0.0014,0.00143,0.00145,0.00143,8.48E+16,8.48E+16,8.48E+16,8.48E+16,2747210,2749980,2749410,2749580,0.00081,0.00081,0.00081,0.00081,0.00081,0.00081,0.00081,0.00081,5.6117768,5.32470246,1.34002854,6.1603157,1.7151034,4.37076978,2.92901483,2.33889806
sample_00120,2.57E+03,1.29E+02,0.984376,2.54E+19,2.54E+19,2.67E+19,2.52E+19,0.00024,0.00115,0.00116,0.00124,0.00116,8.50E+16,8.47E+16,8.48E+16,8.49E+16,2755130,2746480,2748500,2750700,0.00079,0.0008,0.00081,0.00076,0.00079,0.0008,0.00081,0.00076,3.59107606,1.81391495,0.398387312,5.33258041,2.44395591,3.98073874,2.61287188,3.00414392
sample_00121,2.56E+03,1.29E+02,0.978412,2.54E+19,2.54E+19,2.52E+19,2.55E+19,0.00025,0.00149,0.00151,0.00149,0.0015,8.47E+16,8.49E+16,8.49E+16,8.49E+16,2746470,2750310,2751290,2750840,0.00082,0.00084,0.00082,0.00074,0.00082,0.00084,0.00082,0.00074,3.13845142,2.59236036,6.17630438,1.18536432,0.007756432,1.88197976,2.83329858,4.62352942
sample_00122,2.57E+03,1.29E+02,0.987401,2.57E+19,2.60E+19,2.67E+19,2.61E+19,0.00024,0.0014,0.00136,0.00141,0.0014,8.48E+16,8.48E+16,8.48E+16,8.48E+16,2746820,2749480,2748330,2748940,0.00082,0.00081,0.00082,0.0008,0.00082,0.00081,0.00082,0.0008,4.78060971,5.35037068,5.57761537,1.66623971,5.22236527,4.0545803,1.09435635,0.738571897
sample_00123,2.57E+03,1.29E+02,0.986031,2.56E+19,2.62E+19,2.66E+19,2.61E+19,0.00024,0.00148,0.00151,0.00152,0.00149,8.50E+16,8.49E+16,8.47E+16,8.48E+16,2753950,2751170,2746200,2748910,0.00075,0.00082,0.00077,0.00077,0.00075,0.00082,0.00077,0.00077,4.46879264,3.14110311,2.85664255,0.414397987,3.20595977,5.961307,4.50246168,1.83612251
sample_00124,2.58E+03,1.30E+02,0.986764,2.61E+19,2.48E+19,2.53E+19,2.56E+19,0.00024,0.00145,0.00144,0.00148,0.00148,8.48E+16,8.48E+16,8.49E+16,8.47E+16,2748410,2748640,2751290,2746480,0.00079,0.00077,0.00076,0.0008,0.00079,0.00077,0.00076,0.0008,5.37616936,1.41424497,5.24341267,5.30261608,1.3780344,3.10211914,5.92619639,2.15680776
sample_00125,2.58E+03,1.30E+02,0.994764,2.57E+19,2.55E+19,2.54E+19,2.57E+19,0.00024,0.00161,0.00161,0.0016,0.00161,8.49E+16,8.48E+16,8.50E+16,8.48E+16,2751650,2747780,2753830,2749240,0.0008,0.00079,0.00078,0.00078,0.0008,0.00079,0.00078,0.00078,0.096003842,5.51295582,4.09101523,1.94165837,5.39858441,5.12824112,4.85120681,4.38320907
sample_00126,2.58E+03,1.30E+02,0.99173,2.56E+19,2.58E+19,2.50E+19,2.53E+19,0.00025,0.00155,0.00155,0.00157,0.00161,8.49E+16,8.48E+16,8.48E+16,8.49E+16,2750140,2749080,2748870,2750000,0.00079,0.00079,0.00073,0.00074,0.00079,0.00079,0.00073,0.00074,5.95410768,5.67596738,1.05130729,3.68178912,6.17612734,2.65458305,5.12487841,3.52308538
sample_00127,2.57E+03,1.30E+02,0.988761,2.60E+19,2.56E+19,2.55E+19,2.55E+19,0.00024,0.00152,0.00151,0.00148,0.00149,8.49E+16,8.49E+16,8.47E+16,8.48E+16,2750290,2753060,2745070,2749430,0.00079,0.00079,0.00078,0.0008,0.00079,0.00079,0.00078,0.0008,1.85805436,1.28810073,6.09126337,1.63694195,4.86997811,2.0038149,4.20666898,3.39098593
sample_00128,2.57E+03,1.29E+02,0.983048,2.61E+19,2.54E+19,2.62E+19,2.55E+19,0.00024,0.00142,0.00142,0.00142,0.00138,8.49E+16,8.48E+16,8.49E+16,8.49E+16,2752940,2748960,2750210,2750400,0.00082,0.00081,0.00086,0.00079,0.00082,0.00081,0.00086,0.00079,0.886137952,5.30212794,4.57190493,5.22146716,1.9686892,5.02751917,1.39684575,2.57308816
